,TOWN,VAP,NAME,WVAP,BVAP,HVAP,ASIANVAP,BMAY21PAG,BMAY21PAC,BMAY21PKJ,BMAY21PMW,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,ASIANVAP_pct,OVAP_pct,BMAY21PNone,BMAY21PAG_pct,BMAY21PAC_pct,BMAY21PKJ_pct,BMAY21PMW_pct,BMAY21PNone_pct
271,Boston,2105,Boston City Ward 17 Precinct 4,492,1190,145,158,81,170,203,132,120,2105,1,0.233729216152019,0.5653206650831354,0.0688836104513064,0.07505938242280286,0.057007125890736345,1519,0.03847980997624703,0.08076009501187649,0.09643705463182897,0.06270783847980997,0.7216152019002375
272,Boston,981,Boston City Ward 17 Precinct 5,20,718,189,17,15,52,95,23,37,981,1,0.020387359836901122,0.7319062181447502,0.1926605504587156,0.017329255861365953,0.03771661569826707,796,0.01529051987767584,0.053007135575942915,0.09683995922528033,0.023445463812436288,0.8114169215086646
273,Boston,1526,Boston City Ward 17 Precinct 6,329,745,220,130,48,142,100,80,102,1526,1,0.21559633027522937,0.48820445609436436,0.14416775884665792,0.08519003931847968,0.06684141546526867,1156,0.03145478374836173,0.09305373525557012,0.0655307994757536,0.05242463958060288,0.7575360419397117
274,Boston,803,Boston City Ward 17 Precinct 7,40,660,59,10,10,59,79,21,34,803,1,0.049813200498132,0.821917808219178,0.07347447073474471,0.012453300124533,0.04234122042341221,634,0.012453300124533,0.07347447073474471,0.09838107098381071,0.026151930261519303,0.7895392278953923
275,Boston,1261,Boston City Ward 17 Precinct 8,59,958,191,10,23,114,120,47,43,1261,1,0.046788263283108644,0.7597145122918318,0.1514670896114195,0.007930214115781126,0.03409992069785884,957,0.01823949246629659,0.09040444091990484,0.09516256938937351,0.03727200634417129,0.7589214908802537
276,Boston,1032,Boston City Ward 17 Precinct 9,387,444,97,55,25,205,80,71,49,1032,1,0.375,0.43023255813953487,0.0939922480620155,0.05329457364341085,0.04748062015503876,651,0.02422480620155039,0.19864341085271317,0.07751937984496124,0.0687984496124031,0.6308139534883721
277,Boston,2382,Boston City Ward 18 Precinct 1,166,1748,358,28,42,194,281,58,82,2382,1,0.06968933669185558,0.7338371116708649,0.15029387069689337,0.011754827875734676,0.03442485306465155,1807,0.017632241813602016,0.08144416456759027,0.117968094038623,0.02434928631402183,0.7586062132661628
278,Boston,2337,Boston City Ward 18 Precinct 10,1364,351,470,87,152,157,90,454,65,2337,1,0.5836542575952075,0.15019255455712452,0.2011125374411639,0.037227214377406934,0.02781343602909713,1484,0.06504065040650407,0.06718014548566538,0.038510911424903725,0.19426615318784768,0.6350021394950791
279,Boston,1410,Boston City Ward 18 Precinct 11,298,664,390,28,41,63,120,106,30,1410,1,0.21134751773049645,0.47092198581560285,0.2765957446808511,0.019858156028368795,0.02127659574468085,1080,0.029078014184397163,0.04468085106382979,0.0851063829787234,0.075177304964539,0.7659574468085106
280,Boston,1777,Boston City Ward 18 Precinct 12,803,561,342,38,105,85,132,157,33,1777,1,0.45188519977490155,0.3157006190208216,0.19245920090039392,0.021384355655599326,0.018570624648283626,1298,0.05908835115362971,0.04783342712436691,0.0742824985931345,0.088351153629713,0.7304445694991559
281,Boston,1147,Boston City Ward 18 Precinct 13,286,546,246,33,43,46,83,66,36,1147,1,0.24934612031386225,0.47602441150828245,0.21447253705318223,0.02877070619006103,0.03138622493461203,909,0.037489102005231034,0.04010462074978204,0.07236268526591107,0.05754141238012206,0.7925021795989537
282,Boston,1284,Boston City Ward 18 Precinct 14,222,647,349,20,35,63,105,56,46,1284,1,0.17289719626168223,0.5038940809968847,0.2718068535825545,0.01557632398753894,0.03582554517133956,1025,0.027258566978193146,0.04906542056074766,0.08177570093457943,0.04361370716510903,0.7982866043613707
283,Boston,1723,Boston City Ward 18 Precinct 15,215,1131,330,20,38,105,195,95,27,1723,1,0.12478235635519443,0.6564132327336042,0.1915264074289031,0.011607661056297156,0.01567034242600116,1290,0.022054556006964595,0.06094022054556007,0.11317469529889727,0.05513639001741149,0.7486941381311666
284,Boston,1733,Boston City Ward 18 Precinct 16,1118,355,191,38,291,114,110,185,31,1733,1,0.6451240623196769,0.20484708597807272,0.1102135025966532,0.02192729371032891,0.01788805539526832,1033,0.16791690709751875,0.06578188113098672,0.06347374495095211,0.10675129832660127,0.5960761684939412
285,Boston,1650,Boston City Ward 18 Precinct 17,576,616,374,44,142,65,144,105,40,1650,1,0.3490909090909091,0.37333333333333335,0.22666666666666666,0.02666666666666667,0.024242424242424242,1194,0.08606060606060606,0.03939393939393939,0.08727272727272728,0.06363636363636363,0.7236363636363636
286,Boston,2356,Boston City Ward 18 Precinct 18,827,913,537,17,132,61,187,142,62,2356,1,0.351018675721562,0.3875212224108659,0.22792869269949068,0.007215619694397283,0.02631578947368421,1834,0.05602716468590832,0.025891341256366725,0.07937181663837012,0.06027164685908319,0.7784380305602716
287,Boston,2594,Boston City Ward 18 Precinct 19,864,1125,467,68,206,124,223,186,70,2594,1,0.3330763299922899,0.4336931380107941,0.1800308404009252,0.026214340786430222,0.026985350809560524,1855,0.07941403238242097,0.047802621434078645,0.08596761757902853,0.07170393215111796,0.7151117964533539
288,Boston,1772,Boston City Ward 18 Precinct 2,22,1544,131,16,18,75,188,49,59,1772,1,0.012415349887133182,0.871331828442438,0.07392776523702031,0.009029345372460496,0.03329571106094808,1442,0.010158013544018058,0.04232505643340858,0.10609480812641084,0.027652370203160272,0.8137697516930023
289,Boston,2279,Boston City Ward 18 Precinct 20,1417,490,254,42,373,61,120,171,76,2279,1,0.621763931548925,0.2150065818341378,0.11145239139973673,0.018429135585783237,0.03334795963141729,1554,0.1636682755594559,0.02676612549363756,0.05265467310223782,0.0750329091706889,0.6818780166739798
290,Boston,2216,Boston City Ward 18 Precinct 21,67,1801,274,1,15,133,333,85,73,2216,1,0.03023465703971119,0.8127256317689531,0.12364620938628158,0.0004512635379061372,0.03294223826714802,1650,0.006768953068592058,0.060018050541516245,0.15027075812274368,0.03835740072202166,0.7445848375451264
291,Boston,1753,Boston City Ward 18 Precinct 22,945,355,387,28,278,116,98,232,38,1753,1,0.5390758699372504,0.2025099828864803,0.22076440387906446,0.015972618368511125,0.02167712492869367,1029,0.15858528237307473,0.06617227609811752,0.055904164289788935,0.13234455219623503,0.5869937250427838
292,Boston,1195,Boston City Ward 18 Precinct 23,165,696,305,11,22,33,125,77,18,1195,1,0.13807531380753138,0.5824267782426779,0.25523012552301255,0.009205020920502092,0.01506276150627615,938,0.018410041841004185,0.027615062761506277,0.10460251046025104,0.06443514644351464,0.7849372384937239
293,Boston,2066,Boston City Ward 18 Precinct 3,57,1736,180,17,33,82,247,69,76,2066,1,0.02758954501452081,0.8402710551790901,0.08712487899322362,0.008228460793804453,0.036786060019361085,1635,0.015972894482090997,0.03969022265246854,0.11955469506292353,0.03339787028073572,0.7913843175217812
294,Boston,1909,Boston City Ward 18 Precinct 4,58,1649,129,9,27,125,238,84,64,1909,1,0.030382399161864852,0.8638030382399162,0.06757464641173389,0.004714510214772132,0.03352540597171294,1435,0.014143530644316397,0.06547930853850184,0.12467260345730749,0.044002095337873234,0.7517024620220011
295,Boston,1923,Boston City Ward 18 Precinct 5,82,1630,147,4,41,102,318,83,60,1923,1,0.042641705668226726,0.8476339053562143,0.07644305772230889,0.0020800832033281333,0.031201248049921998,1379,0.021320852834113363,0.0530421216848674,0.16536661466458658,0.04316172646905876,0.7171086843473738
296,Boston,1999,Boston City Ward 18 Precinct 6,110,1632,184,13,35,132,366,94,60,1999,1,0.05502751375687844,0.8164082041020511,0.09204602301150576,0.0065032516258129065,0.030015007503751877,1372,0.017508754377188594,0.06603301650825413,0.18309154577288644,0.04702351175587794,0.6863431715857929
297,Boston,1688,Boston City Ward 18 Precinct 7,410,584,587,59,60,134,120,134,48,1688,1,0.24289099526066352,0.3459715639810427,0.3477488151658768,0.03495260663507109,0.02843601895734597,1240,0.035545023696682464,0.07938388625592417,0.07109004739336493,0.07938388625592417,0.7345971563981043
298,Boston,3041,Boston City Ward 18 Precinct 8,566,1548,791,57,102,99,348,176,79,3041,1,0.1861229858599145,0.5090430779348898,0.260111805327195,0.018743834265044394,0.025978296612956264,2316,0.033541598158500496,0.03255508056560342,0.11443604077606051,0.05787569878329497,0.7615915817165406
299,Boston,1606,Boston City Ward 18 Precinct 9,847,345,318,40,113,108,104,224,56,1606,1,0.5273972602739726,0.21481942714819427,0.1980074719800747,0.024906600249066,0.034869240348692404,1057,0.07036114570361146,0.06724782067247821,0.0647571606475716,0.13947696139476962,0.6581569115815691
300,Boston,1994,Boston City Ward 19 Precinct 1,1440,104,329,67,24,159,86,273,54,1994,1,0.7221664994984955,0.05215646940822467,0.1649949849548646,0.033600802407221665,0.02708124373119358,1452,0.012036108324974924,0.07973921765295888,0.04312938816449348,0.13691073219658978,0.728184553660983
301,Boston,1817,Boston City Ward 19 Precinct 10,928,425,394,35,89,135,105,361,35,1817,1,0.5107319757842598,0.23390203632361034,0.21684094661529996,0.01926252063841497,0.01926252063841497,1127,0.04898183819482664,0.07429829389102917,0.05778756191524491,0.19867914144193727,0.620253164556962
302,Boston,1386,Boston City Ward 19 Precinct 11,232,342,694,73,31,58,109,180,45,1386,1,0.1673881673881674,0.24675324675324675,0.5007215007215007,0.05266955266955267,0.032467532467532464,1008,0.022366522366522368,0.04184704184704185,0.07864357864357864,0.12987012987012986,0.7272727272727273
303,Boston,1133,Boston City Ward 19 Precinct 12,656,220,212,18,63,196,62,208,27,1133,1,0.5789938217122683,0.1941747572815534,0.18711385701676964,0.01588702559576346,0.02383053839364519,604,0.05560458958517211,0.17299205648720212,0.05472197705207414,0.18358340688437777,0.5330979699911739
304,Boston,1850,Boston City Ward 19 Precinct 13,516,516,732,42,46,60,74,138,44,1850,1,0.2789189189189189,0.2789189189189189,0.3956756756756757,0.022702702702702703,0.023783783783783784,1532,0.024864864864864864,0.032432432432432434,0.04,0.0745945945945946,0.8281081081081081
305,Boston,1882,Boston City Ward 19 Precinct 2,1499,83,84,175,136,215,93,277,41,1882,1,0.7964930924548352,0.04410201912858661,0.044633368756641874,0.09298618490967056,0.021785334750265676,1161,0.07226354941551541,0.11424017003188097,0.049415515409139216,0.14718384697130713,0.6168969181721573
306,Boston,1304,Boston City Ward 19 Precinct 3,1078,59,64,64,25,145,55,245,39,1304,1,0.8266871165644172,0.04524539877300614,0.049079754601226995,0.049079754601226995,0.0299079754601227,834,0.019171779141104295,0.1111963190184049,0.04217791411042945,0.18788343558282208,0.6395705521472392
307,Boston,1234,Boston City Ward 19 Precinct 4,980,57,114,41,35,205,87,319,42,1234,1,0.7941653160453809,0.046191247974068074,0.09238249594813615,0.03322528363047002,0.03403565640194489,588,0.028363047001620744,0.16612641815235007,0.07050243111831442,0.2585089141004862,0.47649918962722854
308,Boston,1582,Boston City Ward 19 Precinct 5,1125,143,209,70,43,165,69,277,35,1582,1,0.7111251580278128,0.09039190897597978,0.13211125158027812,0.04424778761061947,0.022123893805309734,1028,0.02718078381795196,0.10429835651074588,0.04361567635903919,0.17509481668773705,0.649810366624526
309,Boston,1665,Boston City Ward 19 Precinct 6,1319,110,125,69,52,256,75,380,42,1665,1,0.7921921921921922,0.06606606606606606,0.07507507507507508,0.04144144144144144,0.025225225225225224,902,0.03123123123123123,0.15375375375375375,0.04504504504504504,0.22822822822822822,0.5417417417417417
310,Boston,1717,Boston City Ward 19 Precinct 7,941,198,388,136,45,192,93,315,54,1717,1,0.5480489225393127,0.11531741409435062,0.22597553873034362,0.07920792079207921,0.0314502038439138,1072,0.026208503203261502,0.11182294700058241,0.054164239953407106,0.1834595224228305,0.6243447874199185
311,Boston,843,Boston City Ward 19 Precinct 8,728,27,38,28,33,152,36,188,22,843,1,0.863582443653618,0.03202846975088968,0.045077105575326216,0.033214709371293,0.02609727164887307,434,0.03914590747330961,0.18030842230130487,0.042704626334519574,0.22301304863582444,0.5148279952550415
312,Boston,840,Boston City Ward 19 Precinct 9,659,39,58,66,17,124,40,191,18,840,1,0.7845238095238095,0.04642857142857143,0.06904761904761905,0.07857142857142857,0.02142857142857143,468,0.02023809523809524,0.14761904761904762,0.047619047619047616,0.22738095238095238,0.5571428571428572
313,Boston,1690,Boston Ward 2 Precinct 1,1586,9,36,51,226,109,57,236,8,1690,1,0.9384615384615385,0.0053254437869822485,0.021301775147928994,0.03017751479289941,0.004733727810650888,1062,0.13372781065088757,0.06449704142011835,0.03372781065088758,0.13964497041420118,0.6284023668639053
314,Boston,3716,Boston Ward 2 Precinct 2,2182,309,540,601,163,114,89,281,84,3716,1,0.5871905274488698,0.08315392895586653,0.14531754574811626,0.1617330462863294,0.022604951560818085,3069,0.04386437029063509,0.030678148546824543,0.02395048439181916,0.0756189451022605,0.8258880516684607
315,Boston,1652,Boston Ward 2 Precinct 3,1576,7,27,23,134,135,32,187,19,1652,1,0.9539951573849879,0.00423728813559322,0.016343825665859565,0.013922518159806295,0.011501210653753027,1164,0.0811138014527845,0.08171912832929783,0.01937046004842615,0.11319612590799032,0.7046004842615012
316,Boston,1457,Boston Ward 2 Precinct 4,966,100,230,145,138,62,43,158,16,1457,1,0.6630061770761839,0.06863417982155114,0.1578586135895676,0.09951956074124914,0.01098146877144818,1056,0.09471516815374056,0.0425531914893617,0.029512697323266987,0.10844200411805079,0.7247769389155799
317,Boston,1602,Boston Ward 2 Precinct 5,1548,6,18,21,204,81,23,193,9,1602,1,0.9662921348314607,0.003745318352059925,0.011235955056179775,0.013108614232209739,0.0056179775280898875,1101,0.12734082397003746,0.05056179775280899,0.01435705368289638,0.12047440699126093,0.6872659176029963
318,Boston,2278,Boston Ward 2 Precinct 6,1968,34,94,160,287,118,38,208,22,2278,1,0.8639157155399473,0.014925373134328358,0.041264266900790166,0.07023705004389816,0.009657594381035996,1627,0.12598770851624233,0.05179982440737489,0.016681299385425813,0.0913081650570676,0.7142230026338894
319,Boston,1359,Boston Ward 2 Precinct 7,1230,25,28,63,213,74,46,183,13,1359,1,0.9050772626931567,0.01839587932303164,0.020603384841795438,0.046357615894039736,0.009565857247976454,843,0.15673289183222958,0.054451802796173655,0.03384841795437822,0.1346578366445916,0.6203090507726269
320,Boston,1872,Boston City Ward 20 Precinct 1,1603,71,115,54,168,123,52,271,29,1872,1,0.8563034188034188,0.037927350427350424,0.06143162393162393,0.028846153846153848,0.015491452991452992,1258,0.08974358974358974,0.06570512820512821,0.027777777777777776,0.14476495726495728,0.6720085470085471
321,Boston,1488,Boston City Ward 20 Precinct 10,1191,60,122,94,409,125,57,249,21,1488,1,0.8004032258064516,0.04032258064516129,0.08198924731182795,0.06317204301075269,0.014112903225806451,648,0.27486559139784944,0.08400537634408602,0.038306451612903226,0.16733870967741934,0.43548387096774194
322,Boston,816,Boston City Ward 20 Precinct 11,708,18,35,40,170,69,20,170,15,816,1,0.8676470588235294,0.022058823529411766,0.0428921568627451,0.049019607843137254,0.01838235294117647,387,0.20833333333333334,0.08455882352941177,0.024509803921568627,0.20833333333333334,0.4742647058823529
323,Boston,1044,Boston City Ward 20 Precinct 12,974,14,23,30,264,101,37,155,3,1044,1,0.9329501915708812,0.013409961685823755,0.022030651340996167,0.028735632183908046,0.0028735632183908046,487,0.25287356321839083,0.09674329501915709,0.035440613026819924,0.14846743295019157,0.4664750957854406
324,Boston,952,Boston City Ward 20 Precinct 13,842,19,29,56,246,59,34,161,6,952,1,0.884453781512605,0.01995798319327731,0.03046218487394958,0.058823529411764705,0.0063025210084033615,452,0.25840336134453784,0.06197478991596639,0.03571428571428571,0.16911764705882354,0.47478991596638653
325,Boston,915,Boston City Ward 20 Precinct 14,828,13,28,36,293,66,18,143,10,915,1,0.9049180327868852,0.014207650273224045,0.030601092896174863,0.03934426229508197,0.01092896174863388,395,0.32021857923497266,0.07213114754098361,0.019672131147540985,0.15628415300546447,0.43169398907103823
326,Boston,2041,Boston City Ward 20 Precinct 15,1525,140,154,185,324,53,46,205,37,2041,1,0.7471827535521803,0.06859382655561,0.07545320921117099,0.09064184223419892,0.018128368446839783,1413,0.15874571288584027,0.02596766291033807,0.02253797158255757,0.10044096031357178,0.6923076923076923
327,Boston,2031,Boston City Ward 20 Precinct 16,1640,79,126,164,401,70,62,213,22,2031,1,0.8074839980305268,0.038897095027080254,0.0620384047267356,0.08074839980305268,0.010832102412604629,1285,0.19743968488429345,0.034465780403742,0.03052683407188577,0.10487444608567208,0.6326932545544067
328,Boston,1926,Boston City Ward 20 Precinct 17,1708,52,70,84,458,136,42,256,12,1926,1,0.8868120456905504,0.02699896157840083,0.036344755970924195,0.04361370716510903,0.006230529595015576,1034,0.23779854620976115,0.07061266874350987,0.021806853582554516,0.13291796469366562,0.5368639667705088
329,Boston,1041,Boston City Ward 20 Precinct 18,880,45,45,59,192,94,36,147,12,1041,1,0.8453410182516811,0.043227665706051875,0.043227665706051875,0.056676272814601344,0.011527377521613832,572,0.1844380403458213,0.09029779058597502,0.0345821325648415,0.14121037463976946,0.5494716618635928
330,Boston,1038,Boston City Ward 20 Precinct 19,927,10,41,56,267,80,11,125,4,1038,1,0.8930635838150289,0.009633911368015413,0.0394990366088632,0.05394990366088632,0.0038535645472061657,555,0.25722543352601157,0.07707129094412331,0.010597302504816955,0.12042389210019268,0.5346820809248555
331,Boston,1786,Boston City Ward 20 Precinct 2,1129,218,333,66,144,137,52,325,40,1786,1,0.6321388577827548,0.12206047032474804,0.1864501679731243,0.036954087346024636,0.022396416573348264,1128,0.08062709966405375,0.0767077267637178,0.029115341545352745,0.18197088465845465,0.631578947368421
332,Boston,2367,Boston City Ward 20 Precinct 20,1796,97,135,283,280,94,55,244,56,2367,1,0.7587663709336713,0.0409801436417406,0.057034220532319393,0.11956062526404732,0.023658639628221376,1694,0.11829319814110689,0.03971271651880017,0.02323616392057457,0.10308407266582172,0.7156738487536967
333,Boston,1926,Boston City Ward 20 Precinct 3,994,496,280,119,236,51,69,183,37,1926,1,0.5160955347871236,0.25752855659397716,0.14537902388369678,0.06178608515057113,0.01921079958463136,1387,0.122533748701973,0.0264797507788162,0.03582554517133956,0.09501557632398754,0.7201453790238836
334,Boston,1132,Boston City Ward 20 Precinct 4,941,69,85,21,63,166,50,321,16,1132,1,0.8312720848056537,0.060954063604240286,0.07508833922261485,0.018551236749116608,0.014134275618374558,532,0.05565371024734982,0.14664310954063603,0.044169611307420496,0.2835689045936396,0.46996466431095407
335,Boston,3002,Boston City Ward 20 Precinct 5,2331,173,263,185,367,75,53,216,50,3002,1,0.7764823451032645,0.05762824783477682,0.08760826115922718,0.06162558294470353,0.016655562958027982,2291,0.12225183211192538,0.024983344437041973,0.01765489673550966,0.07195203197868089,0.7631578947368421
336,Boston,1978,Boston City Ward 20 Precinct 6,1735,67,82,63,315,146,56,315,31,1978,1,0.8771486349848332,0.03387259858442872,0.041456016177957536,0.03185035389282103,0.015672396359959553,1146,0.15925176946410516,0.07381193124368049,0.028311425682507583,0.15925176946410516,0.5793731041456016
337,Boston,1072,Boston City Ward 20 Precinct 7,933,37,62,28,185,115,26,188,12,1072,1,0.8703358208955224,0.03451492537313433,0.05783582089552239,0.026119402985074626,0.011194029850746268,558,0.17257462686567165,0.10727611940298508,0.024253731343283583,0.17537313432835822,0.5205223880597015
338,Boston,1391,Boston City Ward 20 Precinct 8,1056,102,162,45,126,102,28,220,26,1391,1,0.7591660675772826,0.07332854061826025,0.11646297627606039,0.03235082674335011,0.018691588785046728,915,0.0905823148813803,0.07332854061826025,0.020129403306973402,0.15815959741193386,0.6578001437814522
339,Boston,1481,Boston City Ward 20 Precinct 9,1027,176,243,14,167,85,41,264,21,1481,1,0.6934503713706954,0.1188386225523295,0.16407832545577314,0.009453072248480757,0.014179608372721135,924,0.11276164753544902,0.05739365293720459,0.027683997299122215,0.17825793382849425,0.6239027683997299
340,Boston,4001,Boston City Ward 21 Precinct 1,2667,132,300,775,39,59,25,150,127,4001,1,0.6665833541614596,0.03299175206198451,0.07498125468632842,0.1937015746063484,0.03174206448387903,3728,0.009747563109222694,0.01474631342164459,0.006248437890527368,0.03749062734316421,0.9317670582354411
341,Boston,2112,Boston City Ward 21 Precinct 10,1399,134,214,311,18,32,47,130,54,2112,1,0.662405303030303,0.0634469696969697,0.10132575757575757,0.14725378787878787,0.02556818181818182,1885,0.008522727272727272,0.015151515151515152,0.02225378787878788,0.061553030303030304,0.8925189393939394
342,Boston,2664,Boston City Ward 21 Precinct 11,1890,76,161,465,25,54,29,178,72,2664,1,0.7094594594594594,0.028528528528528527,0.06043543543543543,0.17454954954954954,0.02702702702702703,2378,0.009384384384384385,0.02027027027027027,0.010885885885885885,0.06681681681681682,0.8926426426426426
343,Boston,2414,Boston City Ward 21 Precinct 12,1972,76,126,196,43,67,75,107,44,2414,1,0.8169014084507042,0.03148301574150787,0.05219552609776305,0.0811930405965203,0.018227009113504555,2122,0.017812758906379452,0.02775476387738194,0.03106876553438277,0.04432477216238608,0.8790389395194698
344,Boston,2772,Boston City Ward 21 Precinct 13,2088,48,76,502,67,58,154,229,58,2772,1,0.7532467532467533,0.017316017316017316,0.027417027417027416,0.1810966810966811,0.020923520923520924,2264,0.024170274170274172,0.020923520923520924,0.05555555555555555,0.08261183261183261,0.8167388167388168
345,Boston,1528,Boston City Ward 21 Precinct 14,1197,42,83,175,16,38,16,93,31,1528,1,0.7833769633507853,0.0274869109947644,0.05431937172774869,0.11452879581151833,0.020287958115183247,1365,0.010471204188481676,0.024869109947643978,0.010471204188481676,0.06086387434554974,0.893324607329843
346,Boston,1905,Boston City Ward 21 Precinct 15,1488,53,87,235,13,38,17,150,42,1905,1,0.7811023622047244,0.027821522309711286,0.04566929133858268,0.12335958005249344,0.02204724409448819,1687,0.0068241469816272965,0.01994750656167979,0.008923884514435695,0.07874015748031496,0.8855643044619422
347,Boston,5369,Boston City Ward 21 Precinct 16,4024,248,393,564,46,93,49,189,140,5369,1,0.749487800335258,0.04619109703855467,0.07319798845222573,0.10504749487800336,0.02607561929595828,4992,0.00856770348295772,0.017321661389458,0.009126466753585397,0.035202086049543675,0.9297820823244553
348,Boston,6796,Boston City Ward 21 Precinct 2,4319,204,525,1500,4,12,2,25,248,6796,1,0.6355208946439082,0.03001765744555621,0.07725132430841672,0.22071806945261918,0.03649205414949971,6753,0.0005885815185403178,0.0017657445556209534,0.0002942907592701589,0.0036786344908769863,0.9936727486756916
349,Boston,3700,Boston City Ward 21 Precinct 3,2212,127,256,946,12,26,15,92,159,3700,1,0.5978378378378378,0.03432432432432433,0.06918918918918919,0.2556756756756757,0.04297297297297297,3555,0.003243243243243243,0.007027027027027027,0.004054054054054054,0.024864864864864864,0.9608108108108108
350,Boston,2966,Boston City Ward 21 Precinct 4,1775,76,326,594,12,23,11,83,195,2966,1,0.5984490896830749,0.02562373567093729,0.10991233985165205,0.2002697235333783,0.06574511126095751,2837,0.004045853000674309,0.0077545515846257585,0.0037086985839514496,0.027983816587997302,0.9565070802427512
351,Boston,2668,Boston City Ward 21 Precinct 5,1792,98,184,507,11,46,21,146,87,2668,1,0.671664167916042,0.03673163418290855,0.06896551724137931,0.19002998500749624,0.03260869565217391,2444,0.004122938530734633,0.017241379310344827,0.007871064467766116,0.05472263868065967,0.9160419790104948
352,Boston,2860,Boston City Ward 21 Precinct 6,2024,89,216,404,33,47,25,145,127,2860,1,0.7076923076923077,0.031118881118881118,0.07552447552447553,0.14125874125874127,0.044405594405594405,2610,0.011538461538461539,0.016433566433566433,0.008741258741258742,0.050699300699300696,0.9125874125874126
353,Boston,1555,Boston City Ward 21 Precinct 7,858,131,290,206,27,54,31,146,70,1555,1,0.5517684887459807,0.0842443729903537,0.1864951768488746,0.13247588424437298,0.04501607717041801,1297,0.017363344051446947,0.03472668810289389,0.019935691318327974,0.09389067524115756,0.8340836012861736
354,Boston,2811,Boston City Ward 21 Precinct 8,1981,118,196,432,12,61,31,171,84,2811,1,0.7047314123087869,0.04197794379224475,0.06972607612949129,0.1536819637139808,0.029882604055496264,2536,0.004268943436499467,0.02170046246887229,0.011028103877623622,0.060832443970117396,0.9021700462468872
355,Boston,2813,Boston City Ward 21 Precinct 9,1641,230,303,540,37,65,39,158,99,2813,1,0.5833629576964096,0.08176324209029506,0.10771418414504089,0.19196587273373622,0.03519374333451831,2514,0.013153217205830075,0.023107003199431212,0.013864201919658727,0.05616779239246356,0.8937077852826164
356,Boston,5112,Boston City Ward 22 Precinct 1,2804,315,712,1022,71,64,37,187,259,5112,1,0.5485133020344288,0.061619718309859156,0.13928012519561817,0.19992175273865415,0.05066510172143975,4753,0.013888888888888888,0.012519561815336464,0.007237871674491393,0.03658059467918623,0.929773082942097
357,Boston,2442,Boston City Ward 22 Precinct 10,1842,81,207,248,74,55,45,207,64,2442,1,0.7542997542997543,0.033169533169533166,0.08476658476658476,0.10155610155610155,0.02620802620802621,2061,0.030303030303030304,0.02252252252252252,0.018427518427518427,0.08476658476658476,0.8439803439803439
358,Boston,1315,Boston City Ward 22 Precinct 11,949,64,109,152,77,37,17,135,41,1315,1,0.7216730038022814,0.048669201520912544,0.08288973384030418,0.1155893536121673,0.0311787072243346,1049,0.05855513307984791,0.028136882129277566,0.012927756653992395,0.10266159695817491,0.7977186311787072
359,Boston,1646,Boston City Ward 22 Precinct 12,903,138,299,242,112,39,30,126,64,1646,1,0.548602673147023,0.08383961117861483,0.18165249088699878,0.14702308626974483,0.038882138517618466,1339,0.06804374240583232,0.023693803159173753,0.018226002430133656,0.07654921020656136,0.8134872417982989
360,Boston,1268,Boston City Ward 22 Precinct 13,1078,43,34,101,61,33,19,109,12,1268,1,0.8501577287066246,0.03391167192429022,0.026813880126182965,0.07965299684542587,0.00946372239747634,1046,0.04810725552050473,0.026025236593059938,0.01498422712933754,0.0859621451104101,0.8249211356466877
361,Boston,2937,Boston City Ward 22 Precinct 2,1738,146,480,401,65,64,46,277,172,2937,1,0.5917602996254682,0.04971058903643173,0.1634320735444331,0.1365338781069118,0.05856315968675519,2485,0.022131426625808647,0.021790943139257744,0.015662240381341504,0.09431392577459993,0.8461014640789921
362,Boston,2437,Boston City Ward 22 Precinct 3,1837,70,158,318,91,69,40,208,54,2437,1,0.7537956503898235,0.028723840787853918,0.06483381206401313,0.1304883052933935,0.02215839146491588,2029,0.037340993024210095,0.028313500205170292,0.016413623307345096,0.0853508411981945,0.83258104226508
363,Boston,1406,Boston City Ward 22 Precinct 4,1085,55,87,151,56,58,33,190,28,1406,1,0.7716927453769559,0.03911806543385491,0.061877667140825036,0.1073968705547653,0.01991465149359886,1069,0.03982930298719772,0.041251778093883355,0.023470839260312945,0.13513513513513514,0.7603129445234709
364,Boston,1642,Boston City Ward 22 Precinct 5,894,99,270,184,36,38,20,108,195,1642,1,0.5444579780755177,0.06029232643118149,0.16443361753958588,0.1120584652862363,0.11875761266747868,1440,0.02192448233861145,0.023142509135200974,0.012180267965895249,0.06577344701583435,0.876979293544458
365,Boston,1585,Boston City Ward 22 Precinct 6,1066,32,169,221,48,47,20,110,97,1585,1,0.6725552050473186,0.02018927444794953,0.10662460567823344,0.13943217665615143,0.061198738170347,1360,0.03028391167192429,0.02965299684542587,0.012618296529968454,0.0694006309148265,0.8580441640378549
366,Boston,2079,Boston City Ward 22 Precinct 7,1552,109,164,159,75,70,28,204,95,2079,1,0.7465127465127465,0.05242905242905243,0.07888407888407889,0.07647907647907648,0.0456950456950457,1702,0.03607503607503607,0.03367003367003367,0.013468013468013467,0.09812409812409813,0.8186628186628186
367,Boston,2065,Boston City Ward 22 Precinct 8,1505,58,108,354,63,34,23,161,40,2065,1,0.7288135593220338,0.028087167070217918,0.05230024213075061,0.17142857142857143,0.01937046004842615,1784,0.030508474576271188,0.01646489104116223,0.011138014527845037,0.07796610169491526,0.8639225181598063
